する	0.0746269
神	0.0447761
いる	0.0298507
ゲット	0.0298507
島	0.0298507
ルギア	0.0298507
ジラルダン	0.0298507
見舞う	0.0149254
れる	0.0149254
アーシア	0.0149254
劇場版ポケットモンスター	0.0149254
たどり着く	0.0149254
爆	0.0149254
年	0.0149254
一度	0.0149254
祭り	0.0149254
日	0.0149254
サトシ達	0.0149254
島民	0.0149254
歓迎	0.0149254
受ける	0.0149254
時	0.0149254
誕	0.0149254
世界中	0.0149254
物	0.0149254
集める	0.0149254
旅	0.0149254
コレクター	0.0149254
幻	0.0149254
自ら	0.0149254
飛行宮	0.0149254
使う	0.0149254
炎	0.0149254
サトシ達一行	0.0149254
ファイヤー	0.0149254
女船長	0.0149254
みつ	0.0149254
しまう	0.0149254
それ	0.0149254
察知	0.0149254
ちゃん	0.0149254
雷	0.0149254
船	0.0149254
サンダー	0.0149254
氷	0.0149254
神フリーザー	0.0149254
現れる	0.0149254
乗る	0.0149254
真	0.0149254
目的	0.0149254
海	0.0149254
オレンジ諸島	0.0149254
巡る	0.0149254
ポケモン	0.0149254
嵐	0.0149254
こと	0.0149254
